"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"acarbose","CHEMBL1566","[H][C@]1(N[C@@H]2[C@@H](C)O[C@H](O[C@]3([H])[C@@H](CO)O[C@H](O[C@]4([H])[C@@H](CO)OC(O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)C=C(CO)[C@@H](O)[C@H](O)[C@H]1O",8972,"MGAM"
"acarbose","CHEMBL1566","[H][C@]1(N[C@@H]2[C@@H](C)O[C@H](O[C@]3([H])[C@@H](CO)O[C@H](O[C@]4([H])[C@@H](CO)OC(O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)C=C(CO)[C@@H](O)[C@H](O)[C@H]1O",6476,"SI"
"acebutolol","CHEMBL642","CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1",153,"ADRB1"
"aceclofenac","CHEMBL93645","OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1",5743,"PTGS2"
"acemetacin","CHEMBL189171","COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O",5742,"PTGS1"
"acemetacin","CHEMBL189171","COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O",5743,"PTGS2"
"acenocoumarol","CHEMBL397420","[H]C(CC(O)=O)(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=C(OC1=O)C=CC=C2",79001,"VKORC1"
"aceprometazine","CHEMBL2104054","CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C",3269,"HRH1"
"acetazolamide","CHEMBL20","CC(=O)NC1=NN=C(S1)S(N)(=O)=O",759,"CA1"
"acetazolamide","CHEMBL20","CC(=O)NC1=NN=C(S1)S(N)(=O)=O",760,"CA2"
"acetazolamide","CHEMBL20","CC(=O)NC1=NN=C(S1)S(N)(=O)=O",762,"CA4"
"acetazolamide","CHEMBL20","CC(=O)NC1=NN=C(S1)S(N)(=O)=O",771,"CA12"
"acetohexamide","CHEMBL1589","CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1",6833,"ABCC8"
"acetohexamide","CHEMBL1589","CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1",3767,"KCNJ11"
"acetophenazine","CHEMBL1085","CC(=O)C1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(CCO)CC3)C2=C1",1813,"DRD2"
"acetoxolone","CHEMBL207413","[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O",3291,"HSD11B2"
"acetylcholine","CHEMBL667","CC(=O)OCC[N+](C)(C)C",89832,"CHRFAM7A"
"acetylcholine","CHEMBL667","CC(=O)OCC[N+](C)(C)C",1131,"CHRM3"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",483,"ATP1B3"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",486,"FXYD2"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",476,"ATP1A1"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",478,"ATP1A3"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",481,"ATP1B1"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",482,"ATP1B2"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",477,"ATP1A2"
"acetyldigitoxin","CHEMBL3545057","[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1",480,"ATP1A4"
"acetylmethadol","CHEMBL170179","CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1",4988,"OPRM1"
"acetylsalicylic acid","CHEMBL25","CC(=O)OC1=CC=CC=C1C(O)=O",5742,"PTGS1"
"acetylsalicylic acid","CHEMBL25","CC(=O)OC1=CC=CC=C1C(O)=O",5743,"PTGS2"
"acipimox","CHEMBL345714","CC1=CN=C(C=[N+]1[O-])C(O)=O",338442,"HCAR2"
"acitretin","CHEMBL1131","COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1",5914,"RARA"
"acitretin","CHEMBL1131","COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1",5916,"RARG"
"aclatonium","CHEMBL2106580","CC(OC(C)=O)C(=O)OCC[N+](C)(C)C",1128,"CHRM1"
"aclatonium","CHEMBL2106580","CC(OC(C)=O)C(=O)OCC[N+](C)(C)C",1132,"CHRM4"
"aclatonium","CHEMBL2106580","CC(OC(C)=O)C(=O)OCC[N+](C)(C)C",1129,"CHRM2"
"aclatonium","CHEMBL2106580","CC(OC(C)=O)C(=O)OCC[N+](C)(C)C",1133,"CHRM5"
"aclatonium","CHEMBL2106580","CC(OC(C)=O)C(=O)OCC[N+](C)(C)C",1131,"CHRM3"
"aclidinium bromide","CHEMBL551466","OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1",1131,"CHRM3"
"acotiamide","CHEMBL2107723","COC1=CC(O)=C(C=C1OC)C(=O)NC1=NC(=CS1)C(=O)NCCN(C(C)C)C(C)C",43,"ACHE"
"acrivastine","CHEMBL1224","CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1",3269,"HRH1"
"adalimumab","CHEMBL1201580","",7124,"TNF"
"adapalene","CHEMBL1265","COC1=CC=C(C=C1C12CC3CC(CC(C3)C1)C2)C1=CC=C2C=C(C=CC2=C1)C(O)=O",5916,"RARG"
"adapalene","CHEMBL1265","COC1=CC=C(C=C1C12CC3CC(CC(C3)C1)C2)C1=CC=C2C=C(C=CC2=C1)C(O)=O",5915,"RARB"
"adenosine","CHEMBL477","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1",134,"ADORA1"
"adenosine","CHEMBL477","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1",135,"ADORA2A"
"adenosine","CHEMBL477","NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1",136,"ADORA2B"
"adenosine phosphate","CHEMBL752","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O",2203,"FBP1"
"adenosine triphosphate","","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O",2840,"GPR17"
"adenosine triphosphate","","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O",5023,"P2RX1"
"adenosine triphosphate","","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O",5025,"P2RX4"
"adenosine triphosphate","","NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O",54795,"TRPM4"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2561,"GABRB2"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2563,"GABRD"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2567,"GABRG3"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2556,"GABRA3"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2565,"GABRG1"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2558,"GABRA5"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2562,"GABRB3"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2554,"GABRA1"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2555,"GABRA2"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2559,"GABRA6"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2566,"GABRG2"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2557,"GABRA4"
"adinazolam","CHEMBL328250","CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2560,"GABRB1"
"afamelanotide","CHEMBL441738","CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O",4161,"MC5R"
"afamelanotide","CHEMBL441738","CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O",4159,"MC3R"
"afamelanotide","CHEMBL441738","CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O",4160,"MC4R"
"afamelanotide","CHEMBL441738","CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O",4157,"MC1R"
"afatinib","CHEMBL1173655","CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1",2064,"ERBB2"
"afatinib","CHEMBL1173655","CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1",1956,"EGFR"
"afatinib","CHEMBL1173655","CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1",2066,"ERBB4"
"aflibercept","CHEMBL1742982","",5228,"PGF"
"aflibercept","CHEMBL1742982","",7422,"VEGFA"
"aflibercept","CHEMBL1742982","",7423,"VEGFB"
"agomelatine","CHEMBL10878","COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1",3358,"HTR2C"
"agomelatine","CHEMBL10878","COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1",4544,"MTNR1B"
"agomelatine","CHEMBL10878","COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1",4543,"MTNR1A"
"alacepril","CHEMBL2103775","C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O",1636,"ACE"
"albiglutide","CHEMBL2107841","[H]N[C@@H](CC1=CNC=N1)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(O)=O",2740,"GLP1R"
"alcaftadine","CHEMBL1201747","CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=C1C=CC=C2",3269,"HRH1"
"alclometasone dipropionate","CHEMBL1201361","[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"aldesleukin","CHEMBL1201438","",3559,"IL2RA"
"aldesleukin","CHEMBL1201438","",3560,"IL2RB"
"aldesleukin","CHEMBL1201438","",3561,"IL2RG"
"aldosterone","CHEMBL273453","[H][C@@]12CC[C@H](C(=O)CO)[C@]1(C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C=O",866,"SERPINA6"
"alectinib","CHEMBL1738797","CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O",238,"ALK"
"alectinib","CHEMBL1738797","CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O",5979,"RET"
"alefacept","CHEMBL1201571","",914,"CD2"
"alemtuzumab","CHEMBL1201587","",1043,"CD52"
"alendronic acid","CHEMBL675","NCCCC(O)(P(O)(O)=O)P(O)(O)=O",2224,"FDPS"
"alfacalcidol","CHEMBL1601669","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)C",7421,"VDR"
"alfentanil","CHEMBL634","CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O",4988,"OPRM1"
"alfuzosin","CHEMBL709","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1",148,"ADRA1A"
"alfuzosin","CHEMBL709","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1",147,"ADRA1B"
"alfuzosin","CHEMBL709","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1",146,"ADRA1D"
"alimemazine","CHEMBL829","CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=CC=C2",3269,"HRH1"
"alirocumab","CHEMBL2109540","",255738,"PCSK9"
"aliskiren","CHEMBL1639","[H][C@@](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)(CC1=CC(OCCCOC)=C(OC)C=C1)C(C)C",5972,"REN"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",5467,"PPARD"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",5914,"RARA"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",5916,"RARG"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",5915,"RARB"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",6258,"RXRG"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",6256,"RXRA"
"alitretinoin","CHEMBL705","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O",6257,"RXRB"
"allopurinol","CHEMBL1467","OC1=NC=NC2=C1C=NN2",7498,"XDH"
"almotriptan","CHEMBL1505","CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2",3352,"HTR1D"
"almotriptan","CHEMBL1505","CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2",3351,"HTR1B"
"alogliptin","CHEMBL376359","CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O",1803,"DPP4"
"alosetron","CHEMBL1110","CN1C2=C(C3=C1C=CC=C3)C(=O)N(CC1=C(C)N=CN1)CC2",3359,"HTR3A"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2561,"GABRB2"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2556,"GABRA3"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2558,"GABRA5"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2562,"GABRB3"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2554,"GABRA1"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2555,"GABRA2"
"alprazolam","CHEMBL661","CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12",2566,"GABRG2"
"alprenolol","CHEMBL266195","CC(C)NCC(O)COC1=C(CC=C)C=CC=C1",153,"ADRB1"
"alprenolol","CHEMBL266195","CC(C)NCC(O)COC1=C(CC=C)C=CC=C1",154,"ADRB2"
"alprostadil","CHEMBL495","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",347732,"CATSPER3"
"alprostadil","CHEMBL495","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",117155,"CATSPER2"
"alprostadil","CHEMBL495","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",378807,"CATSPER4"
"alprostadil","CHEMBL495","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",117144,"CATSPER1"
"alprostadil","CHEMBL495","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",5732,"PTGER2"
"alprostadil","CHEMBL495","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",5731,"PTGER1"
"alteplase","CHEMBL1201593","",5340,"PLG"
